REF_AREA,Reference area,VAR,Indicator,OBS_VALUE,OBS_STATUS_1,Observation status
LUX,Luxembourg,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",77.18684395,A,Normal value
LUX,Luxembourg,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",86.13264427,A,Normal value
LUX,Luxembourg,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",85.98526201,A,Normal value
LUX,Luxembourg,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",88.30445545,A,Normal value
NLD,Netherlands,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",80.44545644,A,Normal value
POL,Poland,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",92.038855710000007,A,Normal value
POL,Poland,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",97.2112144,A,Normal value
POL,Poland,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",94.95556036,A,Normal value
POL,Poland,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",92.46690877,A,Normal value
PRT,Portugal,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",87.17461994,A,Normal value
SVK,Slovak Republic,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",95.40621012,A,Normal value
SVK,Slovak Republic,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",97.50355217,A,Normal value
SVK,Slovak Republic,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",92.8258233,A,Normal value
SVN,Slovenia,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",94.71998233,A,Normal value
SVN,Slovenia,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",92.79923828,A,Normal value
SVN,Slovenia,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",96.40375971,A,Normal value
SWE,Sweden,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",88.10333525,A,Normal value
SWE,Sweden,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",92.55504071,A,Normal value
TUR,Türkiye,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",99.08607199,A,Normal value
TUR,Türkiye,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",99.61519604,A,Normal value
TUR,Türkiye,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",99.74496847,A,Normal value
TUR,Türkiye,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",99.09234412,A,Normal value
BGR,Bulgaria,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",98.90980609,A,Normal value
HRV,Croatia,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",88.25047493,A,Normal value
HRV,Croatia,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",87.07403815,A,Normal value
CYP,Cyprus,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",90.90737542,A,Normal value
CYP,Cyprus,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",89.29303279,A,Normal value
CYP,Cyprus,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",85.18125927,A,Normal value
ROU,Romania,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",99.76874497,A,Normal value
EST,Estonia,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",100,A,Normal value
EST,Estonia,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",100,A,Normal value
GRC,Greece,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",100,A,Normal value
HUN,Hungary,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",100,A,Normal value
TUR,Türkiye,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",100,A,Normal value
TUR,Türkiye,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",100,A,Normal value
CYP,Cyprus,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",100,A,Normal value
ROU,Romania,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",100,A,Normal value
NOR,Norway,PHD_HW,Average annual hours worked by employed doctorate holders,1705,A,Normal value
NOR,Norway,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1695,A,Normal value
NOR,Norway,PHD_EARNY_25_34,Average gross yearly earnings of employed doctorate holders aged 25-34,76399.42373,A,Normal value
NOR,Norway,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,99951.15009,A,Normal value
NOR,Norway,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,115575.2995,A,Normal value
NOR,Norway,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",87.94917829,A,Normal value
NOR,Norway,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,97307.7901,A,Normal value
NOR,Norway,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",92.83937913,A,Normal value
NOR,Norway,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1707,A,Normal value
NOR,Norway,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1673,A,Normal value
NOR,Norway,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",94.75274725,A,Normal value
NOR,Norway,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",69.60926194,A,Normal value
NOR,Norway,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1684,A,Normal value
NOR,Norway,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",85.62280835,A,Normal value
NOR,Norway,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1703,A,Normal value
NOR,Norway,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,85265.72411,A,Normal value
NOR,Norway,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,116665.662,A,Normal value
NOR,Norway,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1709,A,Normal value
NOR,Norway,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,107479.6054,A,Normal value
NOR,Norway,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,90859.47683,A,Normal value
NOR,Norway,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,110191.4846,A,Normal value
NOR,Norway,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1681,A,Normal value
NOR,Norway,MAS_HW,Average annual hours worked by employed master's degree holders,1680,A,Normal value
NOR,Norway,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1679,A,Normal value
NOR,Norway,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,98908.44855,A,Normal value
NOR,Norway,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",89.09081913,A,Normal value
NOR,Norway,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",95.55060684,A,Normal value
NOR,Norway,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",94.63591274,A,Normal value
NOR,Norway,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",90.81243787,A,Normal value
NOR,Norway,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",80.91897171,A,Normal value
FIN,Finland,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,86614.65663,A,Normal value
FIN,Finland,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,69228.31124,A,Normal value
FIN,Finland,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,76920.37795,A,Normal value
FIN,Finland,PHD_EARNY_25_34,Average gross yearly earnings of employed doctorate holders aged 25-34,59164.01206,A,Normal value
FIN,Finland,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,79733.76581,A,Normal value
DNK,Denmark,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,74725.46765,A,Normal value
DNK,Denmark,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,93320.22977,A,Normal value
DNK,Denmark,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,93742.24641,A,Normal value
DNK,Denmark,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,52813.6935,A,Normal value
DNK,Denmark,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,102477.4924,A,Normal value
DNK,Denmark,PHD_EARNY_25_34,Average gross yearly earnings of employed doctorate holders aged 25-34,63652.23835,A,Normal value
DNK,Denmark,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,105610.7722,A,Normal value
DNK,Denmark,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,88288.98282,A,Normal value
DNK,Denmark,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,73391.29693,A,Normal value
DNK,Denmark,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,80449.13758,A,Normal value
NLD,Netherlands,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1998.346923,A,Normal value
NLD,Netherlands,PHD_EARNY_35_44,Average gross yearly earnings of employed doctorate holders aged 35-44,124312.3528,A,Normal value
NLD,Netherlands,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1882.488378,A,Normal value
NLD,Netherlands,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1957.353788,A,Normal value
NLD,Netherlands,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,84057.93658,A,Normal value
NLD,Netherlands,PHD_EARNY_55_64,Average gross yearly earnings of employed doctorate holders aged 55-64,157662.5804,A,Normal value
NLD,Netherlands,PHD_HW,Average annual hours worked by employed doctorate holders,2008.493471,A,Normal value
NLD,Netherlands,MAS_HW,Average annual hours worked by employed master's degree holders,1916.533879,A,Normal value
NLD,Netherlands,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,123376.572,A,Normal value
NLD,Netherlands,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,112308.2243,A,Normal value
NLD,Netherlands,PHD_EARNY_45_54,Average gross yearly earnings of employed doctorate holders aged 45-54,150000.7919,A,Normal value
NLD,Netherlands,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1940.256209,A,Normal value
NLD,Netherlands,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,107927.6083,A,Normal value
NLD,Netherlands,PHD_EARNY_25_34,Average gross yearly earnings of employed doctorate holders aged 25-34,97368.7267,A,Normal value
NLD,Netherlands,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2046.852218,A,Normal value
NLD,Netherlands,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1861.884338,A,Normal value
NLD,Netherlands,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,100414.964,A,Normal value
NLD,Netherlands,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,2030.63046,A,Normal value
NLD,Netherlands,PHD_EARNY,Average gross yearly earnings of employed doctorate holders,123025.4891,A,Normal value
NLD,Netherlands,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1957.702605,A,Normal value
MLT,Malta,MAS_HW,Average annual hours worked by employed master's degree holders,2080,A,Normal value
MLT,Malta,MAS_EARNY_55_64,Average gross yearly earnings of employed master's degree holders aged 55-64,55548.61815,A,Normal value
MLT,Malta,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2080,A,Normal value
MLT,Malta,MAS_EARNY,Average gross yearly earnings of employed master's degree holders,54558.39025,A,Normal value
MLT,Malta,MAS_EARNY_25_34,Average gross yearly earnings of employed master's degree holders aged 25-34,51167.17394,A,Normal value
MLT,Malta,MAS_EARNY_35_44,Average gross yearly earnings of employed master's degree holders aged 35-44,57911.73381,A,Normal value
MLT,Malta,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,2106,A,Normal value
MLT,Malta,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",91.89189189,A,Normal value
MLT,Malta,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1934.4,A,Normal value
MLT,Malta,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2095.6,A,Normal value
MLT,Malta,MAS_EARNY_45_54,Average gross yearly earnings of employed master's degree holders aged 45-54,57025.00131,A,Normal value
ITA,Italy,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",92.65126171,A,Normal value
ITA,Italy,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",71.82487537,A,Normal value
ITA,Italy,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",47.23954877,A,Normal value
ITA,Italy,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",95.52601304,A,Normal value
ITA,Italy,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",86.47378975,A,Normal value
ITA,Italy,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",80.37882357,A,Normal value
ITA,Italy,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",96.38233157,A,Normal value
ITA,Italy,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",93.0569766,A,Normal value
ITA,Italy,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",66.27446998,A,Normal value
ITA,Italy,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",87.94616756,A,Normal value
